t_ms,spL,vL,uL,dacL,spR,vR,uR,dacR
2921665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2921985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2922985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2923985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2924985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2925985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2926985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2927985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2928985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2929985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2930985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2931985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2932985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2933985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2934985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2935985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2936985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937065,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937105,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937145,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937185,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937225,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937265,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937305,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937345,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937385,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937425,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937465,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937505,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937545,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937585,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937625,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937665,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937705,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937745,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937785,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937825,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937865,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937905,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937945,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2937985,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
2938025,0.000,-0.000,0.0,0,0.000,-0.000,0.0,0
